1, none, tectonic:alpine_meadow, MONSTER, minecraft:spider, 80, 4, 4
2032, none, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
2033, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:spider, 80, 4, 4
2034, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:zombie, 80, 4, 4
2035, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
2036, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:skeleton, 80, 4, 4
2037, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:creeper, 80, 4, 4
2038, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:slime, 80, 4, 4
2039, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:enderman, 5, 1, 4
2040, none, biomesoplenty:snowblossom_grove, MONSTER, minecraft:witch, 5, 1, 1
2041, none, biomesoplenty:snowblossom_grove, CREATURE, minecraft:sheep, 12, 4, 4
2042, none, biomesoplenty:snowblossom_grove, CREATURE, minecraft:pig, 10, 4, 4
2043, none, biomesoplenty:snowblossom_grove, CREATURE, minecraft:chicken, 10, 4, 4
2044, none, biomesoplenty:snowblossom_grove, CREATURE, minecraft:cow, 10, 4, 4
2045, none, biomesoplenty:snowblossom_grove, CREATURE, minecraft:rabbit, 10, 2, 3
2046, none, biomesoplenty:snowblossom_grove, CREATURE, minecraft:fox, 10, 2, 4
2047, none, biomesoplenty:snowblossom_grove, AMBIENT, minecraft:bat, 10, 8, 8
2048, none, biomesoplenty:snowblossom_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2049, none, biomesoplenty:snowblossom_grove, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2050, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
2051, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
2052, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
2053, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
2054, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
2055, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
2056, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
2057, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
2058, beach, minecraft:snowy_beach, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2059, beach, minecraft:snowy_beach, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2060, beach, minecraft:snowy_beach, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2061, beach, minecraft:snowy_beach, MONSTER, enderzoology:enderminy, 30, 4, 4
2062, beach, minecraft:snowy_beach, MONSTER, enderzoology:wither_witch, 10, 1, 1
2063, beach, minecraft:snowy_beach, CREATURE, species:limpet, 10, 1, 1
2064, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
2065, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2066, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2067, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
2068, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:zombie, 80, 4, 4
2069, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2070, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2071, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
2072, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
2073, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
2074, none, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
2075, none, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
2076, none, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
2077, none, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
2078, none, biomesoplenty:snowy_coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
2079, none, biomesoplenty:snowy_coniferous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2080, none, biomesoplenty:snowy_coniferous_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2081, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:spider, 80, 4, 4
2082, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:zombie, 80, 4, 4
2083, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
2084, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
2085, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:creeper, 80, 4, 4
2086, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:slime, 80, 4, 4
2087, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:enderman, 5, 1, 4
2088, none, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:witch, 5, 1, 1
2089, none, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:sheep, 12, 4, 4
2090, none, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:pig, 10, 4, 4
2091, none, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:chicken, 10, 4, 4
2092, none, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:cow, 10, 4, 4
2093, none, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:wolf, 10, 4, 4
2094, none, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:rabbit, 10, 2, 3
2095, none, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:fox, 10, 2, 4
2096, none, biomesoplenty:snowy_fir_clearing, AMBIENT, minecraft:bat, 10, 8, 8
2097, none, biomesoplenty:snowy_fir_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2098, none, biomesoplenty:snowy_fir_clearing, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2099, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:spider, 80, 4, 4
2100, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:zombie, 80, 4, 4
2101, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2102, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2103, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:creeper, 80, 4, 4
2104, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:slime, 80, 4, 4
2105, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:enderman, 5, 1, 4
2106, taiga, nature_arise:snowy_fir_forest, MONSTER, minecraft:witch, 5, 1, 1
2107, taiga, nature_arise:snowy_fir_forest, CREATURE, nature_arise:grizzly_bear, 15, 1, 2
2108, taiga, nature_arise:snowy_fir_forest, CREATURE, minecraft:sheep, 12, 4, 4
2109, taiga, nature_arise:snowy_fir_forest, CREATURE, minecraft:pig, 10, 4, 4
2110, taiga, nature_arise:snowy_fir_forest, CREATURE, minecraft:chicken, 10, 4, 4
2111, taiga, nature_arise:snowy_fir_forest, CREATURE, minecraft:cow, 10, 4, 4
2112, taiga, nature_arise:snowy_fir_forest, CREATURE, minecraft:wolf, 10, 4, 4
2113, taiga, nature_arise:snowy_fir_forest, CREATURE, minecraft:rabbit, 10, 2, 3
2114, taiga, nature_arise:snowy_fir_forest, CREATURE, minecraft:fox, 10, 2, 4
2115, taiga, nature_arise:snowy_fir_forest, AMBIENT, minecraft:bat, 10, 8, 8
2116, taiga, nature_arise:snowy_fir_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2117, taiga, nature_arise:snowy_fir_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2118, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:spider, 80, 4, 4
2119, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:zombie, 80, 4, 4
2120, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:zombie_villager, 10, 1, 1
2121, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:skeleton, 80, 4, 4
2122, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:creeper, 80, 4, 4
2123, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:slime, 80, 4, 4
2124, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:enderman, 5, 1, 4
2125, none, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:witch, 5, 1, 1
2126, none, biomesoplenty:snowy_maple_woods, CREATURE, minecraft:wolf, 10, 4, 4
2127, none, biomesoplenty:snowy_maple_woods, CREATURE, minecraft:rabbit, 10, 2, 3
2128, none, biomesoplenty:snowy_maple_woods, CREATURE, minecraft:fox, 10, 2, 4
2129, none, biomesoplenty:snowy_maple_woods, AMBIENT, minecraft:bat, 10, 8, 8
2130, none, biomesoplenty:snowy_maple_woods, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2131, none, biomesoplenty:snowy_maple_woods, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2132, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
2133, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
2134, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
2135, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
2136, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper, 80, 4, 4
2137, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
2138, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 5, 1, 4
2139, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
2140, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
2141, icy, minecraft:snowy_plains, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2142, icy, minecraft:snowy_plains, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2143, icy, minecraft:snowy_plains, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2144, icy, minecraft:snowy_plains, MONSTER, enderzoology:enderminy, 30, 4, 4
2145, icy, minecraft:snowy_plains, MONSTER, enderzoology:wither_witch, 10, 1, 1
2146, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
2147, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 10, 1, 2
2148, icy, minecraft:snowy_plains, CREATURE, species:limpet, 10, 1, 1
2149, icy, minecraft:snowy_plains, CREATURE, horse_colors:donkey, 10, 1, 3
2150, icy, minecraft:snowy_plains, CREATURE, enderzoology:owl, 10, 2, 3
2151, icy, minecraft:snowy_plains, CREATURE, horse_colors:horse_felinoid, 10, 2, 6
2152, icy, minecraft:snowy_plains, CREATURE, snuffles:snuffle, 10, 4, 4
2153, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
2154, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2155, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2156, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
2157, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
2158, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 10, 1, 1
2159, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
2160, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
2161, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
2162, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 5, 1, 4
2163, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
2164, extreme_hills, minecraft:snowy_slopes, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2165, extreme_hills, minecraft:snowy_slopes, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2166, extreme_hills, minecraft:snowy_slopes, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2167, extreme_hills, minecraft:snowy_slopes, MONSTER, enderzoology:enderminy, 30, 4, 4
2168, extreme_hills, minecraft:snowy_slopes, MONSTER, enderzoology:wither_witch, 10, 1, 1
2169, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 10, 2, 3
2170, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:goat, 10, 1, 3
2171, extreme_hills, minecraft:snowy_slopes, CREATURE, species:limpet, 10, 1, 1
2172, extreme_hills, minecraft:snowy_slopes, CREATURE, enderzoology:owl, 10, 2, 3
2173, extreme_hills, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
2174, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2175, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2176, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
2177, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
2178, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
2179, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2180, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
2181, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
2182, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
2183, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
2184, taiga, minecraft:snowy_taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2185, taiga, minecraft:snowy_taiga, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2186, taiga, minecraft:snowy_taiga, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2187, taiga, minecraft:snowy_taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
2188, taiga, minecraft:snowy_taiga, MONSTER, enderzoology:dire_wolf, 10, 3, 8
2189, taiga, minecraft:snowy_taiga, MONSTER, enderzoology:wither_witch, 10, 1, 1
2190, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
2191, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
2192, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
2193, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 10, 4, 4
2194, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
2195, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
2196, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 10, 2, 4
2197, taiga, minecraft:snowy_taiga, CREATURE, species:limpet, 10, 1, 1
2198, taiga, minecraft:snowy_taiga, CREATURE, enderzoology:owl, 10, 2, 3
2199, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
2200, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2201, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2202, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
2203, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
2204, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
2205, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
2206, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
2207, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
2208, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
2209, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
2210, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
2211, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
2212, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
2213, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
2214, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
2215, jungle, minecraft:sparse_jungle, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2216, jungle, minecraft:sparse_jungle, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2217, jungle, minecraft:sparse_jungle, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2218, jungle, minecraft:sparse_jungle, MONSTER, enderzoology:enderminy, 30, 4, 4
2219, jungle, minecraft:sparse_jungle, MONSTER, enderzoology:wither_witch, 10, 1, 1
2220, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
2221, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
2222, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2223, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
2224, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2225, jungle, minecraft:sparse_jungle, CREATURE, species:limpet, 10, 1, 1
2226, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2227, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2228, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2229, none, biomesoplenty:spider_nest, MONSTER, minecraft:spider, 80, 4, 4
2230, none, biomesoplenty:spider_nest, MONSTER, minecraft:zombie, 80, 4, 4
2231, none, biomesoplenty:spider_nest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2232, none, biomesoplenty:spider_nest, MONSTER, minecraft:skeleton, 80, 4, 4
2233, none, biomesoplenty:spider_nest, MONSTER, minecraft:creeper, 80, 4, 4
2234, none, biomesoplenty:spider_nest, MONSTER, minecraft:slime, 80, 4, 4
2235, none, biomesoplenty:spider_nest, MONSTER, minecraft:enderman, 5, 1, 4
2236, none, biomesoplenty:spider_nest, MONSTER, minecraft:witch, 5, 1, 1
2237, none, biomesoplenty:spider_nest, MONSTER, minecraft:cave_spider, 50, 1, 2
2238, none, biomesoplenty:spider_nest, AMBIENT, minecraft:bat, 10, 8, 8
2239, none, biomesoplenty:spider_nest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2240, none, biomesoplenty:spider_nest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2241, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
2242, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
2243, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
2244, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
2245, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
2246, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
2247, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2248, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
2249, extreme_hills, minecraft:stony_peaks, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2250, extreme_hills, minecraft:stony_peaks, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2251, extreme_hills, minecraft:stony_peaks, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2252, extreme_hills, minecraft:stony_peaks, MONSTER, enderzoology:enderminy, 30, 4, 4
2253, extreme_hills, minecraft:stony_peaks, MONSTER, enderzoology:wither_witch, 10, 1, 1
2254, extreme_hills, minecraft:stony_peaks, CREATURE, species:limpet, 10, 1, 1
2255, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2256, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2257, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2258, none, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
2259, none, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
2260, none, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
2261, none, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
2262, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
2263, none, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
2264, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
2265, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
2266, none, minecraft:stony_shore, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2267, none, minecraft:stony_shore, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2268, none, minecraft:stony_shore, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2269, none, minecraft:stony_shore, MONSTER, enderzoology:enderminy, 30, 4, 4
2270, none, minecraft:stony_shore, MONSTER, enderzoology:wither_witch, 10, 1, 1
2271, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
2272, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2273, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2274, none, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
2275, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
2276, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
2277, none, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
2278, none, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
2279, none, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
2280, none, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 5, 1, 4
2281, none, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
2282, none, minecraft:sunflower_plains, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2283, none, minecraft:sunflower_plains, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2284, none, minecraft:sunflower_plains, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2285, none, minecraft:sunflower_plains, MONSTER, enderzoology:enderminy, 30, 4, 4
2286, none, minecraft:sunflower_plains, MONSTER, enderzoology:wither_witch, 10, 1, 1
2287, none, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
2288, none, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
2289, none, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
2290, none, minecraft:sunflower_plains, CREATURE, minecraft:cow, 10, 4, 4
2291, none, minecraft:sunflower_plains, CREATURE, species:limpet, 10, 1, 1
2292, none, minecraft:sunflower_plains, CREATURE, horse_colors:donkey, 10, 1, 3
2293, none, minecraft:sunflower_plains, CREATURE, horse_colors:horse_felinoid, 10, 2, 6
2294, none, minecraft:sunflower_plains, CREATURE, lostfeatures:moobloom, 10, 2, 4
2295, none, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
2296, none, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2297, none, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2298, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
2299, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
2300, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
2301, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
2302, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
2303, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
2304, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 5, 1, 4
2305, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
2306, swamp, minecraft:swamp, MONSTER, minecraft:slime, 10, 1, 1
2307, swamp, minecraft:swamp, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2308, swamp, minecraft:swamp, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2309, swamp, minecraft:swamp, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2310, swamp, minecraft:swamp, MONSTER, enderzoology:enderminy, 30, 4, 4
2311, swamp, minecraft:swamp, MONSTER, enderzoology:wither_witch, 10, 1, 1
2312, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
2313, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
2314, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
2315, swamp, minecraft:swamp, CREATURE, minecraft:cow, 10, 4, 4
2316, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
2317, swamp, minecraft:swamp, CREATURE, species:limpet, 10, 1, 1
2318, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
2319, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2320, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
2321, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
2322, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
2323, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
2324, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2325, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
2326, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
2327, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
2328, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
2329, taiga, minecraft:taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
2330, taiga, minecraft:taiga, MONSTER, enderzoology:infested_zombie, 23, 1, 4
2331, taiga, minecraft:taiga, MONSTER, enderzoology:fallen_knight, 23, 4, 6
2332, taiga, minecraft:taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
2333, taiga, minecraft:taiga, MONSTER, enderzoology:wither_witch, 10, 1, 1
2334, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
